784;ZA5274_Varrr02;KIRCHLICH BZW. RELIGIOES GETRAUT?       ;Haben Sie sich kirchlich trauen lassen?;;&1982, 1992: Befragter ist ledig (Code 5 in mstat)& 2000: Befragter ist verwitwet, geschieden oder ledig (Code 3, 4, 5 in mstat)& 2002: Befragter ist verwitwet, geschieden, ledig oder lebt getrennt (Code 2-5 in mstat)& 2012: Befragter ist nicht verheiratet (Code 3-9 in mstat)&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-1998, 2004-2010, 2014-2018&Ja&Nein;;;;
785;ZA5274_Varrr04;SIND DIE KINDER GETAUFT?                ;Sind Ihre Kinder (Ist Ihr Kind) getauft, bzw. sollen sie (soll es) noch getauft werden?;;&1982: Trifft nicht zu&1982, 1991, 1992: Keine Kinder (Code 0 in dk07), 2000: Keine eigenen Kinder (Code 3 in dk05)&Keine Angabe&Nicht erhoben 1980, 1984-1990, 1994-1998, 2002-2018&Ja&Nein&Nicht alle;;;;
786;ZA5274_Varrr04a;TAUFE, FALLS SIE KINDER HAETTEN?        ;Wenn Sie Kinder hätten, würden Sie diese taufen lassen oder nicht?;;&1982: Trifft nicht zu&Befragter hat Kinder (Code 1-11 in dk07)&Keine Angabe&Weiß nicht&Nicht erhoben 1980, 1984-1990, 1994-2000, 2004-2018&Ja, würde sie taufen lassen&Nein, würde sie nicht taufen lassen;;;;
787;ZA5274_Varrb04;LETZTL.BESTIMMEN NATURGESETZE DAS LEBEN ;In dem folgenden Teil unseres Interviews geht es um Anschauungen darüber, ob es außerhalb der Welt, in der wir leben, noch eine höhere Wirklichkeit gibt, an die man glauben kann.;&Es gibt einen Gott, der Gott für uns sein will.&Unser Leben wird letzten Endes bestimmt durch die Gesetze der Natur.&Das Leben ist nur ein Teil der Entwicklung in der Natur.;&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-2000, 2004-2010, 2014-2018&Stimme voll und ganz zu&Stimme eher zu&Habe dazu keine feste Meinung&Stimme eher nicht zu&Stimme überhaupt nicht zu&Darüber habe ich noch nie nachgedacht;2 - Unser Leben wird letzten Endes bestimmt durch die Gesetze der Natur.;;;
788;ZA5274_Varrb06;LEBEN IST NUR TEIL D.NATURENTWICKLUNG   ;In dem folgenden Teil unseres Interviews geht es um Anschauungen darüber, ob es außerhalb der Welt, in der wir leben, noch eine höhere Wirklichkeit gibt, an die man glauben kann.;&Es gibt einen Gott, der Gott für uns sein will.&Unser Leben wird letzten Endes bestimmt durch die Gesetze der Natur.&Das Leben ist nur ein Teil der Entwicklung in der Natur.;&Keine Angabe&Nicht erhoben 1980, 1984-1991, 1994-2000, 2004-2010, 2014-2018&Stimme voll und ganz zu&Stimme eher zu&Habe dazu keine feste Meinung&Stimme eher nicht zu&Stimme überhaupt nicht zu&Darüber habe ich noch nie nachgedacht;3 - Das Leben ist nur ein Teil der Entwicklung in der Natur.;;;
789;ZA5274_Varva01;WICHTIGKEIT VON RUHE UND ORDNUNG        ;Auch in der Politik kann man nicht alles auf einmal haben. Auf dieser Liste finden Sie einige Ziele, die man in der Politik verfolgen kann. Wenn Sie zwischen diesen verschiedenen Zielen wählen müssten, welches Ziel erschiene Ihnen persönlich am wichtigsten?;&Aufrechterhaltung von Ruhe und Ordnung in diesem Land&Mehr Einfluss der Bürger auf die Entscheidungen der Regierung&Kampf gegen die steigenden Preise&Schutz des Rechtes auf freie Meinungsäußerung;&Nicht generierbar&Am wichtigsten&Am zweitwichtigsten&Am drittwichtigsten&Am viertwichtigsten;1 - Aufrechterhaltung von Ruhe und Ordnung in diesem Land;;;
790;ZA5274_Varva02;WICHTIGKEIT VON BUERGEREINFLUSS         ;Auch in der Politik kann man nicht alles auf einmal haben. Auf dieser Liste finden Sie einige Ziele, die man in der Politik verfolgen kann. Wenn Sie zwischen diesen verschiedenen Zielen wählen müssten, welches Ziel erschiene Ihnen persönlich am wichtigsten?;&Aufrechterhaltung von Ruhe und Ordnung in diesem Land&Mehr Einfluss der Bürger auf die Entscheidungen der Regierung&Kampf gegen die steigenden Preise&Schutz des Rechtes auf freie Meinungsäußerung;&Nicht generierbar&Am wichtigsten&Am zweitwichtigsten&Am drittwichtigsten&Am viertwichtigsten;2 - Mehr Einfluss der Bürger auf die Entscheidungen der Regierung;;;
791;ZA5274_Varvm03;ABTREIB.- BEI GESUNDHEITSGEFAEHRD.D.FRAU; Bitte sagen Sie mir, ob es Ihrer Meinung nach einer Frau gesetzlich möglich sein sollte oder nicht, einen Schwangerschaftsabbruch vornehmen zu lassen...;&Wenn das Baby mit hoher Wahrscheinlichkeit eine ernsthafte Schädigung haben wird?&Wenn die Frau verheiratet ist und keine Kinder mehr haben möchte?&Wenn die Gesundheit der Frau durch die Schwangerschaft ernsthaft gefährdet ist?&Wenn die Familie nur über ein geringes Einkommen verfügt und sich keine Kinder mehr leisten kann?&Wenn die Schwangerschaft Folge einer Vergewaltigung ist?&Wenn die Frau unverheiratet ist und den Vater des Kindes nicht heiraten möchte?&Wenn die Frau es so will, unabhängig davon, welchen Grund sie dafür hat?;&1990, 2000 CAPI, 2012: keine Teilnahme an Split 1 (Code 2 in splt90, splt00, splt12_1)&Keine Angabe&Weiß nicht&Nicht erhoben 1980, 1984, 1988, 1991, 1994, 1998, 2002, 2004, 2008, 2010, 2014-2018&Ja, sollte möglich sein&Nein, sollte nicht möglich sein;3 - Wenn die Gesundheit der Frau durch die Schwangerschaft ernsthaft gefährdet ist?;;;
792;ZA5274_Varvm06;ABTREIB.- LEDIGE MUTTER, OHNE EHEWUNSCH ; Bitte sagen Sie mir, ob es Ihrer Meinung nach einer Frau gesetzlich möglich sein sollte oder nicht, einen Schwangerschaftsabbruch vornehmen zu lassen...;&Wenn das Baby mit hoher Wahrscheinlichkeit eine ernsthafte Schädigung haben wird?&Wenn die Frau verheiratet ist und keine Kinder mehr haben möchte?&Wenn die Gesundheit der Frau durch die Schwangerschaft ernsthaft gefährdet ist?&Wenn die Familie nur über ein geringes Einkommen verfügt und sich keine Kinder mehr leisten kann?&Wenn die Schwangerschaft Folge einer Vergewaltigung ist?&Wenn die Frau unverheiratet ist und den Vater des Kindes nicht heiraten möchte?&Wenn die Frau es so will, unabhängig davon, welchen Grund sie dafür hat?;&1990, 2000 CAPI, 2012: keine Teilnahme an Split 1 (Code 2 in splt90, splt00, splt12_1)&Keine Angabe&Weiß nicht&Nicht erhoben 1980, 1984, 1988, 1991, 1994, 1998, 2002, 2004, 2008, 2010, 2014-2018&Ja, sollte möglich sein&Nein, sollte nicht möglich sein;6 - Wenn die Frau unverheiratet ist und den Vater des Kindes nicht heiraten möchte?;;;
793;ZA5274_Varrh09b;HALTE VON: TAROT-KARTEN, WAHRSAGEN      ;Und sagen Sie bitte zusätzlich zu allem, was Sie aus eigener Erfahrung oder dem Namen nach kennen, wie viel Sie persönlich davon halten: viel, etwas oder gar nichts? Was halten Sie von ...;"&New Age (ganzheitliches Denken / Wassermann Zeitalter"")&Zen-Meditation (fernöstliche Weisheiten)&Anthroposophie / Theosophie&Mystik&Magie / Spiritismus / Okkultismus&Pendeln / Wünschelrutengehen&Astrologie / Horoskope&Tarot-Karten legen / Wahrsagen&Wunderheiler/ Geistheiler&2002: Edelsteinmedizin / Bachblüten 2012: Andere alternative Heilmethoden: Homöopathie, Bachblütentherapie und ähnliches""";&Befragter kennt Item nicht (Code 3 bei entsprechendem Item in rh01a-rh13a)&Keine Angabe&Weiß nicht&Nicht erhoben 1980-2000, 2004-2010, 2014-2018&Viel&Etwas&Gar nichts;8 - Tarot-Karten legen / Wahrsagen;;;
794;ZA5274_Varra14;WELT WAERE FRIEDLICHER OHNE RELIGION    ;Bitte sagen Sie mir zu jeder der folgenden Aussagen, inwieweit Sie zustimmen.;&Die Welt wäre friedlicher, wenn es keine Religion geben würde.&Alles in allem schadet die moderne Wissenschaft mehr als sie nützt.&Es gibt Sachverhalte, die wissenschaftlich nie zu erklären sein werden.&Die Religion bringt die Menschen einander näher.&Es wäre für Deutschland besser, wenn mehr Menschen mit einer starken religiösen Überzeugung öffentliche Ämter innehätten.;&Keine Angabe&Nicht erhoben 1980-2000, 2004-2010, 2014-2018&Stimme voll und ganz zu&Stimme eher zu&Stimme eher nicht zu&Stimme überhaupt nicht zu;1 - Die Welt wäre friedlicher, wenn es keine Religion geben würde.;;;
795;ZA5274_Varra15;WISSENSCHAFT: MEHR SCHADEN ALS NUTZEN   ;Bitte sagen Sie mir zu jeder der folgenden Aussagen, inwieweit Sie zustimmen.;&Die Welt wäre friedlicher, wenn es keine Religion geben würde.&Alles in allem schadet die moderne Wissenschaft mehr als sie nützt.&Es gibt Sachverhalte, die wissenschaftlich nie zu erklären sein werden.&Die Religion bringt die Menschen einander näher.&Es wäre für Deutschland besser, wenn mehr Menschen mit einer starken religiösen Überzeugung öffentliche Ämter innehätten.;&Keine Angabe&Nicht erhoben 1980-2000, 2004-2010, 2014-2018&Stimme voll und ganz zu&Stimme eher zu&Stimme eher nicht zu&Stimme überhaupt nicht zu;2 - Alles in allem schadet die moderne Wissenschaft mehr als sie nützt.;;;
796;ZA5274_Varvi10;WICHTIG: POLITISCHES ENGAGEMENT         ;Jeder Mensch hat ja bestimmte Vorstellungen, die sein Leben und Verhalten bestimmen. Wenn Sie einmal daran denken, was Sie in Ihrem Leben eigentlich anstreben: Wie wichtig sind dann die folgenden Dinge für Sie persönlich?  Bitte sagen Sie es mir anhand dieser Skala. Den Skalenwert 1 wählen Sie, wenn dies für Sie unwichtig ist, den Skalenwert 7, wenn dies außerordentlich wichtig für Sie ist. Mit den Werten dazwischen können Sie Ihr Urteil abstufen.;&Fleißig und ehrgeizig sein&Auch solche Meinungen tolerieren, denen man eigentlich nicht zustimmen kann&Sich politisch engagieren&Die guten Dinge des Lebens in vollen Zügen genießen&An Gott glauben&Etwas im Beruf leisten&Sich selbst verwirklichen;&Keine Angabe&Nicht erhoben 1980-2000, 2004-2010, 2014-2018&Unwichtig&..&..&..&..&..&Außerordentlich wichtig;3 - Sich politisch engagieren;;;
797;ZA5274_Varsn21;KENNEN SICH B + C?                      ; Und wie ist es bei B und C?;;&2010: keine Teilnahme an Split 1 (Code 2 in splt10)&Weniger als drei Freunde angegeben&Keine Angabe&Nicht erhoben 1982-1988, 1991-1998, 2002-2008, 2012-2018&Kennen sich gut& <1980 (Split 2):> Sind befreundet&Kennen sich nicht gut& <1980 (Split 2):> Sind nicht befreundet;;;;
798;ZA5274_Vardw09;HAUPTBERUFL.ERWERBST.:ARBEITSWEG,MINUTEN;Wie lange brauchen Sie normalerweise von Ihrer Wohnung bis zu Ihrem Arbeitsplatz bzw. zu Ihrer Ausbildungsstätte? Bitte geben Sie die Zeit in Minuten an.;;&Nicht hauptberuflich erwerbstätig (Code 3-11 in work)&Keine Angabe&Nicht erhoben 1980-1984, 1988, 1990, 1992-2018&Arbeitsplatz in der Wohnung;;;;
799;ZA5274_Vardw12b;BEFR.: JAHRE SEIT AUFGABE DES BERUFS    ;;;;;;;
800;ZA5274_Vardw02a;BEFR.: LETZTE BERUFL.STELL., KENNZIFFER ;Bitte ordnen Sie Ihre letzte berufliche Stellung nach dieser Liste ein. ;;&Unter 10 ha&10 ha bis unter 20 ha&20 ha bis unter 50 ha (<1980:> 20 ha und mehr)&<Ab 1982:> 50 ha und mehr&<Ab 2010:> ohne Mitarbeiter&<Bis 2008:> 1 Mitarbeiter oder allein& <ab 2010:> 1 Mitarbeiter&2-9 Mitarbeiter&10 Mitarbeiter und mehr&<Ab 2010:> ohne Mitarbeiter&<Bis 2008:> 1 Mitarbeiter oder allein& <ab 2010:> 1 Mitarbeiter&2-9 Mitarbeiter&10-49 Mitarbeiter& <1980, 2014:> 10 Mitarbeiter und mehr&<Ab 1982:> 50 Mitarbeiter und mehr&Mithelfende Familienangehörige&Beamte im einfachen Dienst (bis einschl. Oberamtsmeister)&Beamte im mittleren Dienst (vom Assistenten bis einschl. Hauptsekretär / Amtsinspektor)&Beamte im gehobenen Dienst (vom Inspektor bis einschl. Oberamtmann / Oberamtsrat)&Beamte im höheren Dienst, Richter (vom Regierungsrat aufwärts)&<Bis 1986:> Wehrpflichtige, Zivildienstleistende&Industrie- und Werkmeister im Angestelltenverhältnis&Angestellte mit einfacherer Tätigkeit (z.B. Verkäufer, Kontorist, Stenotypistin)&Angestellte, die schwierige (<bis 1994:> schwierigere) Aufgaben nach allgemeiner Anweisung selbständig erledigen (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)&Angestellte, die selbständige Leistungen in verantwortungsvoller Tätigkeit erbringen oder begrenzte Verantwortung für die Tätigkeit anderer tragen (z.B. wiss. Mitarbeiter, Prokurist, Abteilungsleiter)&Angestellte mit umfassenden Führungsaufgaben und Entscheidungsbefugnissen (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)&Ungelernte Arbeiter&Angelernte Arbeiter&Gelernte und Facharbeiter&Vorarbeiter, Kolonnenführer und Brigadier& <bis 1994:> Vorarbeiter und Kolonnenführer&Meister / Poliere&<Ab 1991:> Genossenschaftsbauer <1991 nur Befragte aus den neuen Bundesländern>&Kaufmännische / Verwaltungslehrlinge&Gewerbliche Lehrlinge&Haus- / landwirtschaftliche Lehrlinge&Beamtenanwärter / Beamte im Vorbereitungsdienst&Praktikanten / Volontäre&Datenfehler&Befragter ist hauptberuflich erwerbstätig (Code 1, 2, 12 in work), Befragter ist noch nie hauptberuflich erwerbstätig gewesen (Code -50 in dw12)&Keine Berufsangabe&Verweigert;;;;
801;ZA5274_Varisco88b;1.HAUPTBERUF, ISCO 1988                 ;;;;;;;
802;ZA5274_Vardw14;SEIT WANN I.D. GEGENWAERT. ARBEITSTELLE?;Seit wann sind Sie schon in ihrer derzeitigen Arbeit selbständig?;;&Nicht hauptberuflich erwerbstätig (Code 3-11 in work)&Keine Angabe&Nicht erhoben 1988, 1990, 1994-1998, 2002-2018;;;;
803;ZA5274_Vardw04b;1.HAUPTBERUF, BERUFSUNTERGRUPPE         ;;;;;;;
804;ZA5274_Vardw05b;1.HAUPTBERUF, BERUFSHAUPTGRUPPE         ;;;;;;;
805;ZA5274_Vargld68b;GOLDTHORPEKLASSEN, 1. HAUPTBERUF, BEFR. ;;;;;;;
806;ZA5274_Vardw18;BERUFST.: ARBEITSLOS I.D. LETZTEN 10 J.?;Waren Sie in den letzten 10 Jahren irgendwann einmal arbeitslos?;;&Nicht hauptberuflich erwerbstätig (Code 3-11 in work)&Keine Angabe&Ja&Nein;;;;
807;ZA5274_Vardw19;DAUER DER ARBEITSLOSIGKEIT IN WOCHEN    ;Wie lange waren Sie insgesamt in den letzten 10 Jahren arbeitslos?;;&Nicht hauptberuflich erwerbstätig (Code 3-11 in work)& war nicht arbeitslos (Code 2 in dw18)&Keine Angabe&Verweigert;;;;
808;ZA5274_Vardw22;ARBEITSLOS:EHEDEM ARBEITSLOS GEWESEN?   ;Abgesehen von der jetzigen Situation, waren Sie in den letzten 10 Jahren früher schon einmal arbeitslos?;;&Datenfehler&Befragter ist hauptberuflich erwerbstätig (Code 1, 2, 12 in work), Befragter ist zurzeit nicht arbeitslos (Codes 1, 2, 4-6 in dw03)& 1998-2012 zusätzlich: Befragter ist noch nie hauptberuflich erwerbstätig gewesen (Code -50 in dw12)&Keine Angabe&Nicht erhoben 1980-1996&Ja&Nein;;;;
809;ZA5274_Vardw26;UNTERBR.BERUFSTAET.: WEITERBILDUNG      ;Aus welchen Gründen haben Sie Ihre Erwerbstätigkeit unterbrochen?;&Arbeitslosigkeit&Weiterbildung, Fortbildung&Krieg, Gefangenschaft&Wehr- / Zivildienst&Schwangerschaft&Kindererziehung&Haushaltsführung&Krankheit&Private Gründe (z.B. längere Reise)&Sonstige Gründe;&Noch nie hauptberuflich erwerbstätig (Code -50 in dw12), ohne Unterbrechung erwerbstätig (Code 1 in dw24)&Keine Angabe&Nicht erhoben 1980-1984, 1990-2018&Nicht genannt&Genannt;2 - Weiterbildung, Fortbildung;;;
810;ZA5274_Vardw02b;1.HAUPTBERUF, BERUFLICHE STELLUNG,KENNZ.;Bitte ordnen Sie die erste berufliche Stellung, die Sie damals hatten, nach dieser Liste ein.;;&Unter 10 ha&10 ha bis unter 20 ha&20 ha bis unter 50 ha&50 ha und mehr&1 Mitarbeiter oder allein&2-9 Mitarbeiter&10 Mitarbeiter und mehr&1 Mitarbeiter oder allein&2-9 Mitarbeiter&10-49 Mitarbeiter&50 Mitarbeiter und mehr&Mithelfende Familienangehörige&Beamte im einfachen Dienst (bis einschl. Oberamtsmeister)&Beamte im mittleren Dienst (vom Assistenten bis einschl. Hauptsekretär / Amtsinspektor)&Beamte im gehobenen Dienst (vom Inspektor bis einschl. Oberamtmann / Oberamtsrat)&Beamte im höheren Dienst, Richter (vom Regierungsrat aufwärts)&<1984:> Wehrpflichtige, Zivildienstleistende&Industrie- und Werkmeister im Angestellten- verhältnis&Angestellte mit einfacherer Tätigkeit (z.B. Verkäufer, Kontorist, Stenotypistin)&Angestellte, die schwierigere Aufgaben nach allgemeiner Anweisung selbständig erledigen (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)&Angestellte, die selbständige Leistungen in verantwortungsvoller Tätigkeit erbringen oder begrenzte Verantwortung für die Tätigkeit anderer tragen (z.B. wiss. Mitarbeiter, Prokurist, Abteilungsleiter)&Angestellte mit umfassenden Führungsaufgaben und Entscheidungsbefugnissen (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)&Ungelernte Arbeiter&Angelernte Arbeiter&Gelernte und Facharbeiter&Vorarbeiter und Kolonnenführer&Meister / Poliere&<Ab 1991:> Genossenschaftsbauer <1991 nur Befragte aus den neuen Bundesländern>&Kaufmännische / Verwaltungs-Lehrlinge&Gewerbliche Lehrlinge&Haus- / landwirtschaftliche Lehrlinge&Beamtenanwärter / Beamte im Vorbereitungsdienst&Praktikanten / Volontäre&Noch nie hauptberuflich erwerbstätig (Code -50 in dw12)& ab 1991 zusätzlich: in Ausbildung (1991: Code 7 in dw01& ab 1994: Code -50 in dw13)&Keine Angabe&Nicht erhoben 1980, 1982, 1986-1990, 1992, 1996-2002, 2006-2012, 2016, 2018;;;;
811;ZA5274_Vargld68a;GOLDTHORPEKLASSEN,EHEMAL.BERUF,BEFR. I68;;;;;;;
812;ZA5274_Vartps68a;BEFR.: TREIMANPRESTIGE, LETZT. BERUF I68;;;;;;;
813;ZA5274_Varmps88a;BEFR.: MAGNITUDEPRES., LETZTER BERUF I88;;;;;;;
814;ZA5274_Varpde10;LEBENSPARTNER: BERUFL.PRAKTIKUM, VOLONT.;Welchen beruflichen Ausbildungsabschluß hat Ihr Partner? Was von dieser Liste trifft auf Ihren Partner zu? Nennen Sie mir bitte die entsprechenden Kennbuchstaben.;&Kein beruflicher Ausbildungsabschluss&Beruflich-betriebliche Anlernzeit mit Abschlusszeugnis&Abgeschlossene gewerbliche oder landwirtschaftliche Lehre&Abgeschlossene kaufmännische Lehre&Berufliches Praktikum, Volontariat&Meister-, Techniker- oder gleichwertiger Fachschulabschluss&Hochschulabschluss&Anderer beruflicher Ausbildungsabschluss;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01)& Lebenspartner ist noch Schüler (Code 7 in peduc)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1986&Nicht genannt&Genannt;5 - Berufliches Praktikum, Volontariat;;;
815;ZA5274_Varpde12;LEBENSPARTNER: BERUFSFACHSCHULABSCHLUSS ;Welchen beruflichen Ausbildungsabschluß hat Ihr Partner? Was von dieser Liste trifft auf Ihren Partner zu? Nennen Sie mir bitte die entsprechenden Kennbuchstaben.;&Berufsfachschulabschluss&Fachhochschulabschluss (auch Abschluss einer Ingenieurschule);&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01)& Lebenspartner ist noch Schüler (Code 7 in peduc)& 1991 zusätzlich: Befragter wohnt in Ostdeutschland (Code 2 in eastwest)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1986&Nicht genannt&Genannt;1 - Berufsfachschulabschluss;;;
816;ZA5274_Varpde15;LEBENSPARTNER: HOCHSCHULABSCHLUSS       ;Welchen beruflichen Ausbildungsabschluß hat Ihr Partner? Was von dieser Liste trifft auf Ihren Partner zu? Nennen Sie mir bitte die entsprechenden Kennbuchstaben.;&Kein beruflicher Ausbildungsabschluss&Beruflich-betriebliche Anlernzeit mit Abschlusszeugnis&Abgeschlossene gewerbliche oder landwirtschaftliche Lehre&Abgeschlossene kaufmännische Lehre&Berufliches Praktikum, Volontariat&Meister-, Techniker- oder gleichwertiger Fachschulabschluss&Hochschulabschluss&Anderer beruflicher Ausbildungsabschluss;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01)& Lebenspartner ist noch Schüler (Code 7 in peduc)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1986&Nicht genannt&Genannt;7 - Hochschulabschluss;;;
817;ZA5274_Varpde18;LEBENSPARTNER: ART DES UNI-ABSCHLUSSES  ;Um welche Art von Hochschulabschluss handelt es sich dabei? Bitte nennen Sie mir nur den höchsten Abschluss, den Ihr Partner/Ihre Partnerin erlangt hat.;;&Datenfehler&Befragter lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01) oder Lebenspartner ist noch Schüler (Code 7 in peduc), Lebenspartner hat keinen Hochschulabschluss (Code 0 in pde15)&Keine Angabe&Nicht erhoben 1980-2010&A Bachelor&B Master&C Diplom&D Magister&E Staatsexamen oder Lehramtsprüfung&F Promotion&G Sonstiger Abschluss;;;;
818;ZA5274_Vardp04b;LEBENSP.: SEIT WANN GEM. HAUSHALT, MONAT;Seit wann führen Sie mit Ihrem Partner einen gemeinsamen Haushalt?;;&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), hat keinen festen Lebenspartner (Code 2 in dp01), hat keinen gemeinsamen Haushalt mit Lebenspartner (Code 2 in dp03)&Keine Angabe&Nicht erhoben 1980-1986, 1990, 1992-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
819;ZA5274_Varpdn04;LEBENSP.: ZAHL DER STAATSBUERGERSCHAFTEN;;;;;;;
820;ZA5274_Varpdn06;LEBENSP.:URSPRUENGL.STAATSBUERGERSCHAFT ;Welches ist die ursprüngliche Staatsbürgerschaft Ihres Partners / Ihrer Partnerin?;;&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), 2016 auch: keine Antwort (Code -9) in mstat& Befragter hat keinen festen Lebenspartner (Code 2 in dp01) oder Lebenspartner hat keine deutsche Staatsbürgerschaft (Code 120-999 in pdn01) oder Lebenspartner besitzt die deutsche Staatsbürgerschaft von Geburt an (Code 1 in pdn05)&Keine Angabe&Nicht erhoben 1980-1994, 1998-2004, 2008-2014, 2018&Anderes Land;;;;
821;ZA5274_Vardf14a;VERH.BEFR.: TODESMONAT, 2. EHEPARTNER   ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), keine zweite Ehe, zweiter Ehepartner nicht verstorben&Keine Angabe&Verweigert&Nicht erhoben 1980-1986, 1990, 1992-1998, 2002-2008, 2012-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
822;ZA5274_Vardf17a;VERH.BEFR.: HEIRATSJAHR , 3. EHE        ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), keine dritte Ehe&Keine Angabe&Verweigert&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018;;;;
823;ZA5274_Varpde08;LEBENSPARTNER: GEWERB.-,LANDWIRT. LEHRE ;Welchen beruflichen Ausbildungsabschluß hat Ihr Partner? Was von dieser Liste trifft auf Ihren Partner zu? Nennen Sie mir bitte die entsprechenden Kennbuchstaben.;&Kein beruflicher Ausbildungsabschluss&Beruflich-betriebliche Anlernzeit mit Abschlusszeugnis&Abgeschlossene gewerbliche oder landwirtschaftliche Lehre&Abgeschlossene kaufmännische Lehre&Berufliches Praktikum, Volontariat&Meister-, Techniker- oder gleichwertiger Fachschulabschluss&Hochschulabschluss&Anderer beruflicher Ausbildungsabschluss;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat& hat keinen festen Lebenspartner (Code 2 in dp01)& Lebenspartner ist noch Schüler (Code 7 in peduc)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1980-1986&Nicht genannt&Genannt;3 - Abgeschlossene gewerbliche oder landwirtschaftliche Lehre;;;
824;ZA5274_Vardp01;HABEN SIE EINEN FESTEN LEBENSPARTNER?   ;Haben Sie einen festen Lebenspartner?;;&Datenfehler&Befragter ist verheiratet (auch eingetragene Lebenspartnerschaft) und lebt mit Ehepartner zusammen (Code 1, 6 in mstat), ab 2016 auch: keine Antwort (Code -9) in mstat&Keine Angabe&Verweigert&Nicht erhoben 1980-1984&Ja&Nein;;;;
825;ZA5274_Vardf05b;VERWITW.,GESCH.: HEIRATSJAHR, 1.EHE     ;Nennen Sie mir bitte das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem Sie das erste Mal geheiratet haben. Seit wann sind Sie geschieden (verwitwet)?;;&Verheiratet oder ledig (Code 1, 2, 5-7 in mstat)&Keine Angabe&Weiß nicht&Verweigert&Nicht erhoben 1990, 1992-1998, 2002-2008, 2012-2018;;;;
826;ZA5274_Vardf06a;VERH.BEFR.: SCHEIDUNGSMONAT, 1. EHE     ;Nennen Sie mir bitte noch das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem die erste Heirat stattfand.;;&Nicht verheiratet (Code 3-5, 8, 9 in mstat), erste Ehe nicht geschieden&Keine Angabe&Verweigert&Nicht erhoben 1980-1986, 1990, 1992-1998, 2002-2008, 2012-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
827;ZA5274_Vardf18b;VERWITW.,GESCH.: SCHEIDUNGSMONAT, 3.EHE ;Nennen Sie mir bitte das Jahr Ihrer Eheschließung. Falls Sie mehrere Male verheiratet waren, beginnen Sie mit dem Jahr, in dem Sie das erste Mal geheiratet haben. Seit wann sind Sie geschieden (verwitwet)?;;&Verheiratet oder ledig (Code 1, 2, 5-7 in mstat), keine dritte Ehe, dritte Ehe nicht geschieden&Keine Angabe&Verweigert&Nicht erhoben 1980-1986, 1990, 1992-1998, 2002-2008, 2012-2018&Januar&Februar&März&April&Mai&Juni&Juli&August&September&Oktober&November&Dezember;;;;
